date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:41:37	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:41:36%20GMT	https://club42palermo.wixsite.com/window.location.href	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/window.location.17.delayed	(from https://club42palermo.wixsite.com/club42)
18:41:37	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Web%20Sites/club42/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:37	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/My%20Web%20Sites/club42/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:38	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:41:38%20GMT	https://club42palermo.wixsite.com/envelope/	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/envelope/index.html	(from https://club42palermo.wixsite.com/club42)
18:41:38	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:41:38%20GMT	https://club42palermo.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/sitemap.1a.delayed	(from https://club42palermo.wixsite.com/club42)
18:41:39	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:41:38%20GMT	https://club42palermo.wixsite.com/api/	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/api/index.html	(from https://club42palermo.wixsite.com/club42)
18:41:39	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:41:39%20GMT	https://club42palermo.wixsite.com/feed.xml	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/feed.1b.delayed	(from https://club42palermo.wixsite.com/club42)
18:41:40	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:40	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:41	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:41	139282/139282	---M-Z	200	added ('OK')	application/javascript	etag:W/%2287464e6cf52fd893798532dd140cb4d6%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.1282f23b.bundle.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.1282f23b.bundle.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:42	222235/222235	---M-Z	200	added ('OK')	application/javascript	etag:W/%228b0d8c78eca744a6c3a7c4a59604fedd%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.9c060692.bundle.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/wix-thunderbolt/dist/main.9c060692.bundle.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:42	152/152	---M-Z	200	added ('OK')	application/javascript	etag:W/%22063d7456f9155e3e1c25489d3182966d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:43	504951/504951	---M-Z	200	added ('OK')	application/javascript	etag:W/%22989a0c25c4ee90b186c80a8cc1408402%22	https://static.parastorage.com/services/events-viewer/1.4180.0/widgetViewerWidgetNoCss.bundle.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-viewer/1.4180.0/widgetViewerWidgetNoCss.bundle.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:43	3828/3828	---M-Z	200	added ('OK')	application/javascript	etag:W/%22aef38bbd7e062b16982a758b0d21a137%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://club42palermo.wixsite.com/club42)
18:41:44	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:41:44%20GMT	https://club42palermo.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/decodeURIComponent(e.24.delayed	(from https://club42palermo.wixsite.com/club42)
18:41:46	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%22df644f83788d1f4c908f19099724035e%22	https://static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	(from https://club42palermo.wixsite.com/club42)
18:41:46	2506/2506	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:41:46%20GMT	https://club42palermo.wixsite.com/club42/t	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/t.26.delayed	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:47	2506/2506	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:41:47%20GMT	https://club42palermo.wixsite.com/club42/o	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/o.27.delayed	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:48	10161/10161	---M-Z	200	added ('OK')	application/javascript	etag:W/%229cf7b271519616c13e906ea5c4d76f59%22	https://static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/694.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/694.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:48	19223/19223	---M-Z	200	added ('OK')	application/javascript	etag:W/%2200648b8f2acc6f5885da41ee87f65394%22	https://static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/954.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/954.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:49	3636/3636	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a33314b31aeec9d845b25f87d8377520%22	https://static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/472.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/472.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:49	12986/12986	---M-Z	200	added ('OK')	application/javascript	etag:W/%2284d4d434512f57bffac1790bca5d7e9d%22	https://static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/411.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/411.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:50	9286/9286	---MCZ	200	added ('OK')	application/javascript	etag:W/%223cde6229dc0e0def3ed3efac36701747%22	https://static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/Cards.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-viewer/1.4180.0/client-viewer/Cards.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:51	6838/6838	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Apr%202026%2016:41:51%20GMT	https://static.wixstatic.com/media/32639b_ae70372ee60b43c2a92bef1378655240~mv2.png/v1/fill/w_49,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/32639b_ae70372ee60b43c2a92bef1378655240~mv2.png	C:/My%20Web%20Sites/club42/static.wixstatic.com/media/32639b_ae70372ee60b43c2a92bef1378655240_mv2.png/v1/fill/w_49,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/32639b_ae70372ee60b43c2a92bef1378655240_mv2.png	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:54	1180409/1180409	---MCZ	200	added ('OK')	text/html	etag:W/%2231b67545ff9df7a781d9dc6c8b7e7ff0%22	https://club42palermo.wixsite.com/club42/event-details/mare-stelle	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/mare-stelle.html	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:55	7414/7414	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Apr%202026%2016:41:53%20GMT	https://static.wixstatic.com/media/32639b_2c2230d89cb34b32919c8cf7c5fbdf46~mv2.jpg/v1/fill/w_147,h_221,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/32639b_2c2230d89cb34b32919c8cf7c5fbdf46~mv2.jpg	C:/My%20Web%20Sites/club42/static.wixstatic.com/media/32639b_2c2230d89cb34b32919c8cf7c5fbdf46_mv2.jpg/v1/fill/w_147,h_221,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/32639b_2c2230d89cb34b32919c8cf7c5fbdf46_mv2.jpg	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:57	1185395/1185395	---MCZ	200	added ('OK')	text/html	etag:W/%225f2f17d4faddbcaddf0f035b2d1fd41e%22	https://club42palermo.wixsite.com/club42/event-details/incontri-lautore	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/incontri-lautore.html	(from https://club42palermo.wixsite.com/club42/event-list)
18:41:57	7127/7127	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Apr%202026%2016:41:56%20GMT	https://static.wixstatic.com/media/32639b_03632beda0d240259896fe65c333cb0b~mv2.png/v1/fill/w_49,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/32639b_03632beda0d240259896fe65c333cb0b~mv2.png	C:/My%20Web%20Sites/club42/static.wixstatic.com/media/32639b_03632beda0d240259896fe65c333cb0b_mv2.png/v1/fill/w_49,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/32639b_03632beda0d240259896fe65c333cb0b_mv2.png	(from https://club42palermo.wixsite.com/club42/event-list)
18:42:01	2504/2504	---MCZ	400	error ('Bad%20Request')	text/html	date:Fri,%2017%20Apr%202026%2016:42:00%20GMT	https://club42palermo.wixsite.com/club42/window.location.href	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/window.location.33.delayed	(from https://club42palermo.wixsite.com/club42/event-list)
18:42:02	1180034/1180034	---MCZ	200	added ('OK')	text/html	etag:W/%226bc3023a10dffe12b0cd7f89701e771e%22	https://club42palermo.wixsite.com/club42/event-details/oktober-in-festa	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/oktober-in-festa.html	(from https://club42palermo.wixsite.com/club42/event-list)
18:42:03	2503/2503	---MCZ	400	error ('Bad%20Request')	text/html	date:Fri,%2017%20Apr%202026%2016:42:02%20GMT	https://club42palermo.wixsite.com/club42/robots.txt	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/robots.34.delayed	(from https://club42palermo.wixsite.com/club42/event-list)
18:42:04	387/387	---M--	200	added ('OK')	text/xml	etag:W/%22183-QSYtWzjRI+AW62UnMaeF8VYQet4%22	https://club42palermo.wixsite.com/club42/sitemap.xml	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/sitemap.xml	(from https://club42palermo.wixsite.com/club42/event-list)
18:42:04	2506/2506	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:42:04%20GMT	https://club42palermo.wixsite.com/club42/feed.xml	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/feed.36.delayed	(from https://club42palermo.wixsite.com/club42/event-list)
18:42:05	2503/2503	---MCZ	400	error ('Bad%20Request')	text/html	date:Fri,%2017%20Apr%202026%2016:42:05%20GMT	https://club42palermo.wixsite.com/club42/decodeURIComponent(e	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/decodeURIComponent(e.37.delayed	(from https://club42palermo.wixsite.com/club42/event-list)
18:42:12	1244044/1244044	---MCZ	200	added ('OK')	text/html	etag:W/%223111b04895f4ed4974cdf672f3c37d2f%22	https://club42palermo.wixsite.com/club42/event-details/time-keeps-on-slipping-1	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/time-keeps-on-slipping-1.html	(from https://club42palermo.wixsite.com/club42/blank)
18:42:14	1180357/1180357	---MCZ	200	added ('OK')	text/html	etag:W/%22d9e83bf758da74e29d81aef51b89fe26%22	https://club42palermo.wixsite.com/club42/event-details/t	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/t.html	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:15	138647/138647	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bb39bba262e26e277df01113aba544a2%22	https://static.parastorage.com/services/events-details-page/1.832.0/client-viewer/2066.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-details-page/1.832.0/client-viewer/2066.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:17	1180435/1180435	---MCZ	200	added ('OK')	text/html	etag:W/%22c6d0af6ca8994299846fcaada07a6d5f%22	https://club42palermo.wixsite.com/club42/event-details/o	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/o.html	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:17	36910/36910	---M-Z	200	added ('OK')	application/javascript	etag:W/%22576bc0193b440da348f7d3dd1b1c7bfa%22	https://static.parastorage.com/services/events-details-page/1.832.0/client-viewer/4018.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-details-page/1.832.0/client-viewer/4018.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:17	3019/3019	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a70e8ec22a37e5bd495f4aea56564f3d%22	https://static.parastorage.com/services/events-details-page/1.832.0/client-viewer/ricos-viewer.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-details-page/1.832.0/client-viewer/ricos-viewer.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:23	1180590/1180590	---MCZ	200	added ('OK')	text/html	etag:W/%22cb4e3344dfdd9537d27ca304b98e6aa8%22	https://club42palermo.wixsite.com/club42/event-details/window.location.href	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/window.location.html	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:28	1180448/1180448	---MCZ	200	added ('OK')	text/html	etag:W/%2215e3a3d3ad95c6da32ac6ce6700d74fd%22	https://club42palermo.wixsite.com/club42/event-details/robots.txt	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/robots.html	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:28	2506/2506	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:42:26%20GMT	https://club42palermo.wixsite.com/club42/event-details/sitemap.xml	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/sitemap.40.delayed	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:29	2506/2506	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Apr%202026%2016:42:28%20GMT	https://club42palermo.wixsite.com/club42/event-details/feed.xml	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/feed.41.delayed	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:29	615079/615079	---M-Z	200	added ('OK')	application/javascript	etag:W/%222e4a5a2cc375ea9db6e3298ff32af924%22	https://static.parastorage.com/services/events-details-page/1.832.0/details-pageViewerWidgetNoCss.bundle.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-details-page/1.832.0/details-pageViewerWidgetNoCss.bundle.min.js	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:45	1179795/1179795	---MCZ	200	added ('OK')	text/html	etag:W/%229fba15225853dab82d6a3a59130b13d2%22	https://club42palermo.wixsite.com/club42/event-details/decodeURIComponent(e	C:/My%20Web%20Sites/club42/club42palermo.wixsite.com/club42/event-details/decodeURIComponent(e.html	(from https://club42palermo.wixsite.com/club42/event-details/we-are-family)
18:42:45	293651/293651	---M-Z	200	added ('OK')	application/javascript	etag:W/%22012f0b93f3c34ce1d40d591c5d2773dd%22	https://static.parastorage.com/services/events-details-page/1.832.0/client-viewer/7427.chunk.min.js	C:/My%20Web%20Sites/club42/static.parastorage.com/services/events-details-page/1.832.0/client-viewer/7427.chunk.min.js	(from https://club42palermo.wixsite.com/club42/event-details/time-keeps-on-slipping-1)
